receptor_name,ligand_name,scores
4itf,154257_config_A_TFY_out1.pdbqt,-10.2
4itf,16750192_config_A_TFY_out1.pdbqt,-9.4
4itf,176405_config_A_TFY_out1.pdbqt,-4.6
4itf,179337_config_A_TFY_out1.pdbqt,-9.5
4itf,2088_config_A_TFY_out1.pdbqt,-4.8
4itf,216416_config_A_TFY_out1.pdbqt,-7.6
4itf,223368_config_A_TFY_out1.pdbqt,-10.3
4itf,25022354_config_A_TFY_out1.pdbqt,-9
4itf,3001028_config_A_TFY_out1.pdbqt,-10.6
4itf,44137686_config_A_TFY_out1.pdbqt,-8.9
4itf,444008_config_A_TFY_out1.pdbqt,-10.3
4itf,5035_config_A_TFY_out1.pdbqt,-10.1
4itf,5280795_config_A_TFY_out1.pdbqt,-11.1
4itf,5280933_config_A_TFY_out1.pdbqt,-7.1
4itf,5282367_config_A_TFY_out1.pdbqt,-11.9
4itf,5283731_config_A_TFY_out1.pdbqt,-11.4
4itf,57398987_config_A_TFY_out1.pdbqt,-6.8
4itf,5757_config_A_TFY_out1.pdbqt,-10.1
4itf,5870_config_A_TFY_out1.pdbqt,-10.4
4itf,5878_config_A_TFY_out1.pdbqt,-9.9
4itf,5881_config_A_TFY_out1.pdbqt,-9.7
4itf,5991_config_A_TFY_out1.pdbqt,-10.9
4itf,60852_config_A_TFY_out1.pdbqt,-5.9
4itf,6230_config_A_TFY_out1.pdbqt,-10
4itf,6279_config_A_TFY_out1.pdbqt,-8
4itf,68873_config_A_TFY_out1.pdbqt,-10.5
4itf,6918141_config_A_TFY_out1.pdbqt,-10.1
4itf,6918182_config_A_TFY_out1.pdbqt,-5.9
4itf,6918446_config_A_TFY_out1.pdbqt,-10.2
4itf,6918602_config_A_TFY_out1.pdbqt,-10.4
4itf,9290_config_A_TFY_out1.pdbqt,-5.2
4itf,9677_config_A_TFY_out1.pdbqt,-10.7
4jvj,10152654_config_F_1MV_out1.pdbqt,-9.8
4jvj,10201696_config_F_1MV_out1.pdbqt,-9.2
4jvj,10313457_config_F_1MV_out1.pdbqt,-4
4jvj,10345214_config_F_1MV_out1.pdbqt,-9
4jvj,130956_config_F_1MV_out1.pdbqt,-7.5
4jvj,13109_config_F_1MV_out1.pdbqt,-7.9
4jvj,13388558_config_F_1MV_out1.pdbqt,-4.9
4jvj,154257_config_F_1MV_out1.pdbqt,-8.9
4jvj,16750192_config_F_1MV_out1.pdbqt,-8.7
4jvj,176405_config_F_1MV_out1.pdbqt,-6
4jvj,179337_config_F_1MV_out1.pdbqt,-9.1
4jvj,2088_config_F_1MV_out1.pdbqt,-5.7
4jvj,216416_config_F_1MV_out1.pdbqt,-8.5
4jvj,223368_config_F_1MV_out1.pdbqt,-8.1
4jvj,25022354_config_F_1MV_out1.pdbqt,-8.4
4jvj,3001028_config_F_1MV_out1.pdbqt,-8.1
4jvj,44137686_config_F_1MV_out1.pdbqt,-7.6
4jvj,444008_config_F_1MV_out1.pdbqt,-7.4
4jvj,5035_config_F_1MV_out1.pdbqt,-9
4jvj,5280795_config_F_1MV_out1.pdbqt,-9
4jvj,5280933_config_F_1MV_out1.pdbqt,-6.3
4jvj,5282367_config_F_1MV_out1.pdbqt,-8.9
4jvj,5283731_config_F_1MV_out1.pdbqt,-8.7
4jvj,57398987_config_F_1MV_out1.pdbqt,-7.2
4jvj,5757_config_F_1MV_out1.pdbqt,-7.9
4jvj,5870_config_F_1MV_out1.pdbqt,-8
4jvj,5878_config_F_1MV_out1.pdbqt,-7.8
4jvj,5881_config_F_1MV_out1.pdbqt,-8.3
4jvj,5991_config_F_1MV_out1.pdbqt,-8.1
4jvj,60852_config_F_1MV_out1.pdbqt,-6.4
4jvj,6230_config_F_1MV_out1.pdbqt,-8.4
4jvj,6279_config_F_1MV_out1.pdbqt,-6.3
4jvj,68873_config_F_1MV_out1.pdbqt,-7.8
4jvj,6918141_config_F_1MV_out1.pdbqt,-8.3
4jvj,6918182_config_F_1MV_out1.pdbqt,-7
4jvj,6918446_config_F_1MV_out1.pdbqt,-8.5
4jvj,6918602_config_F_1MV_out1.pdbqt,-8.4
4jvj,9290_config_F_1MV_out1.pdbqt,-5.7
4jvj,9677_config_F_1MV_out1.pdbqt,-7.6
4l2x,10152654_config_F_YL2_out1.pdbqt,-10.1
4l2x,10201696_config_F_YL2_out1.pdbqt,-9.5
4l2x,10313457_config_F_YL2_out1.pdbqt,-3.9
4l2x,10345214_config_F_POP_out1.pdbqt,-1.9
4l2x,130956_config_F_YL2_out1.pdbqt,-7.7
4l2x,13109_config_F_YL2_out1.pdbqt,-8.5
4l2x,13388558_config_F_YL2_out1.pdbqt,-4.9
4l2x,154257_config_F_YL2_out1.pdbqt,-9.1
4l2x,16750192_config_F_YL2_out1.pdbqt,-8.6
4l2x,176405_config_F_YL2_out1.pdbqt,-5.8
4l2x,179337_config_F_YL2_out1.pdbqt,-9.7
4l2x,2088_config_F_YL2_out1.pdbqt,-5.7
4l2x,216416_config_F_YL2_out1.pdbqt,-9.3
4l2x,223368_config_F_YL2_out1.pdbqt,-8.3
4l2x,25022354_config_F_YL2_out1.pdbqt,-8.9
4l2x,3001028_config_F_YL2_out1.pdbqt,-8.7
4l2x,44137686_config_F_YL2_out1.pdbqt,-8
4l2x,444008_config_F_YL2_out1.pdbqt,-7.6
4l2x,5035_config_F_YL2_out1.pdbqt,-9.7
4l2x,5280795_config_F_YL2_out1.pdbqt,-8.9
4l2x,5280933_config_F_YL2_out1.pdbqt,-6.8
4l2x,5282367_config_F_YL2_out1.pdbqt,-9.4
4l2x,5283731_config_F_YL2_out1.pdbqt,-8.7
4l2x,57398987_config_F_YL2_out1.pdbqt,-7.5
4l2x,5757_config_F_YL2_out1.pdbqt,-8.2
4l2x,5870_config_F_YL2_out1.pdbqt,-7.9
4l2x,5878_config_F_YL2_out1.pdbqt,-8.2
4l2x,5881_config_F_YL2_out1.pdbqt,-7.9
4l2x,5991_config_F_YL2_out1.pdbqt,-9
4l2x,60852_config_F_YL2_out1.pdbqt,-6.6
4l2x,6230_config_F_YL2_out1.pdbqt,-8.6
4l2x,6279_config_F_YL2_out1.pdbqt,-7
4l2x,68873_config_F_YL2_out1.pdbqt,-5.9
4l2x,6918141_config_F_YL2_out1.pdbqt,-8.3
4l2x,6918182_config_F_YL2_out1.pdbqt,-7
4l2x,6918446_config_F_YL2_out1.pdbqt,-10
4l2x,6918602_config_F_YL2_out1.pdbqt,-7.9
4l2x,9290_config_F_YL2_out1.pdbqt,-5.9
4l2x,9677_config_F_YL2_out1.pdbqt,-8.3
4n16,10152654_config_A_CHD_out1.pdbqt,-9.4
4n16,10201696_config_A_CHD_out1.pdbqt,-7.9
4n16,10313457_config_A_CHD_out1.pdbqt,-4.4
4n16,10345214_config_A_CHD_out1.pdbqt,-7.5
4n16,130956_config_A_CHD_out1.pdbqt,-7.2
4n16,13109_config_A_CHD_out1.pdbqt,-8.2
4n16,13388558_config_A_CHD_out1.pdbqt,-4.6
4n16,154257_config_A_CHD_out1.pdbqt,-8.1
4n16,16750192_config_A_CHD_out1.pdbqt,-7.8
4n16,176405_config_A_CHD_out1.pdbqt,-6.9
4n16,179337_config_A_CHD_out1.pdbqt,-8.4
4n16,2088_config_A_CHD_out1.pdbqt,-5.3
4n16,216416_config_A_CHD_out1.pdbqt,-8.9
4n16,223368_config_A_CHD_out1.pdbqt,-8
4n16,25022354_config_A_CHD_out1.pdbqt,-8.2
4n16,3001028_config_A_CHD_out1.pdbqt,-8.6
4n16,44137686_config_A_CHD_out1.pdbqt,-7.2
4n16,444008_config_A_CHD_out1.pdbqt,-8.9
4n16,5035_config_A_CHD_out1.pdbqt,-8.4
4n16,5280795_config_A_CHD_out1.pdbqt,-8.6
4n16,5280933_config_A_CHD_out1.pdbqt,-6.1
4n16,5282367_config_A_CHD_out1.pdbqt,-8.9
4n16,5283731_config_A_CHD_out1.pdbqt,-8.2
4n16,57398987_config_A_CHD_out1.pdbqt,-7.2
4n16,5757_config_A_CHD_out1.pdbqt,-7.9
4n16,5870_config_A_CHD_out1.pdbqt,-8.2
4n16,5878_config_A_CHD_out1.pdbqt,-8.3
4n16,5881_config_A_CHD_out1.pdbqt,-8.1
4n16,5991_config_A_CHD_out1.pdbqt,-8.5
4n16,60852_config_A_CHD_out1.pdbqt,-6.1
4n16,6230_config_A_CHD_out1.pdbqt,-8.1
4n16,6279_config_A_CHD_out1.pdbqt,-8.8
4n16,68873_config_A_CHD_out1.pdbqt,-9.1
4n16,6918141_config_A_CHD_out1.pdbqt,-8.1
4n16,6918182_config_A_CHD_out1.pdbqt,-6.5
4n16,6918446_config_A_CHD_out1.pdbqt,-7.3
4n16,6918602_config_A_CHD_out1.pdbqt,-8.8
4n16,9290_config_A_CHD_out1.pdbqt,-5.7
4n16,9677_config_A_CHD_out1.pdbqt,-7.6
4n79,10152654_config_B_ASG_out1.pdbqt,-2
4n79,10201696_config_B_ASG_out1.pdbqt,-1.9
4n79,10313457_config_B_ASG_out1.pdbqt,-2
4n79,10345214_config_B_ASG_out1.pdbqt,-2.3
4n79,130956_config_B_ASG_out1.pdbqt,-2.6
4n79,13109_config_B_ASG_out1.pdbqt,-2.9
4n79,13388558_config_B_ASG_out1.pdbqt,-2.3
4n79,154257_config_B_ASG_out1.pdbqt,-2.5
4n79,16750192_config_B_ASG_out1.pdbqt,-3
4n79,176405_config_B_ASG_out1.pdbqt,-2.2
4n79,179337_config_B_ASG_out1.pdbqt,-2.3
4n79,2088_config_B_ASG_out1.pdbqt,-2.1
4n79,216416_config_B_ASG_out1.pdbqt,-2.4
4n79,223368_config_B_ASG_out1.pdbqt,-3.2
4n79,25022354_config_B_ASG_out1.pdbqt,-2.6
4n79,3001028_config_B_ASG_out1.pdbqt,-2.7
4n79,44137686_config_B_ASG_out1.pdbqt,-2.9
4n79,444008_config_B_ASG_out1.pdbqt,-3.1
4n79,5035_config_B_ASG_out1.pdbqt,-2.3
4n79,5280795_config_B_ASG_out1.pdbqt,-2.4
4n79,5280933_config_B_ASG_out1.pdbqt,-1.9
4n79,5282367_config_B_ASG_out1.pdbqt,-1.9
4n79,5283731_config_B_ASG_out1.pdbqt,-2.7
4n79,57398987_config_B_ASG_out1.pdbqt,-3
4n79,5757_config_B_ASG_out1.pdbqt,-3
4n79,5870_config_B_ASG_out1.pdbqt,-3.2
4n79,5878_config_B_ASG_out1.pdbqt,-3.2
4n79,5881_config_B_ASG_out1.pdbqt,-3.1
4n79,5991_config_B_ASG_out1.pdbqt,-3.1
4n79,60852_config_B_ASG_out1.pdbqt,-2.3
4n79,6230_config_B_ASG_out1.pdbqt,-2.9
4n79,6279_config_B_ASG_out1.pdbqt,-2.7
4n79,68873_config_B_ASG_out1.pdbqt,-3.7
4n79,6918141_config_B_ASG_out1.pdbqt,-2
4n79,6918182_config_B_ASG_out1.pdbqt,-2.4
4n79,6918446_config_B_ASG_out1.pdbqt,-2.5
4n79,6918602_config_B_ASG_out1.pdbqt,-2.6
4n79,9290_config_B_ASG_out1.pdbqt,-2.3
4n79,9677_config_B_ASG_out1.pdbqt,-1.8
4n8w,10152654_config_B_BDP_out1.pdbqt,-0.6
4n8w,10201696_config_B_ASG_out1.pdbqt,-0.6
4n8w,10313457_config_B_BDP_out1.pdbqt,-0.9
4n8w,10345214_config_B_BDP_out1.pdbqt,-0.9
4n8w,130956_config_B_BDP_out1.pdbqt,-0.9
4n8w,13109_config_B_BDP_out1.pdbqt,-1.2
4n8w,13388558_config_B_BDP_out1.pdbqt,-0.8
4n8w,154257_config_B_BDP_out1.pdbqt,-0.8
4n8w,16750192_config_B_BDP_out1.pdbqt,-1
4n8w,176405_config_B_BDP_out1.pdbqt,-0.4
4n8w,179337_config_B_BDP_out1.pdbqt,-0.8
4n8w,2088_config_B_BDP_out1.pdbqt,-0.8
4n8w,216416_config_B_BDP_out1.pdbqt,-0.9
4n8w,223368_config_B_BDP_out1.pdbqt,-1.3
4n8w,25022354_config_B_BDP_out1.pdbqt,-0.6
4n8w,3001028_config_B_BDP_out1.pdbqt,-1
4n8w,44137686_config_B_BDP_out1.pdbqt,-1.1
4n8w,444008_config_B_BDP_out1.pdbqt,-1.2
4n8w,5035_config_B_BDP_out1.pdbqt,-0.9
4n8w,5280795_config_B_BDP_out1.pdbqt,-1
4n8w,5280933_config_B_BDP_out1.pdbqt,-0.5
4n8w,5282367_config_B_BDP_out1.pdbqt,-0.9
4n8w,5283731_config_B_BDP_out1.pdbqt,-1
4n8w,57398987_config_B_BDP_out1.pdbqt,-1
4n8w,5757_config_B_BDP_out1.pdbqt,-1.3
4n8w,5870_config_B_BDP_out1.pdbqt,-1.3
4n8w,5878_config_B_BDP_out1.pdbqt,-1.3
4n8w,5881_config_B_BDP_out1.pdbqt,-1.2
4n8w,5991_config_B_BDP_out1.pdbqt,-1.2
4n8w,60852_config_B_BDP_out1.pdbqt,-0.7
4n8w,6230_config_B_BDP_out1.pdbqt,-1.3
4n8w,6279_config_B_BDP_out1.pdbqt,-0.9
4n8w,68873_config_B_BDP_out1.pdbqt,-1.4
4n8w,6918141_config_B_BDP_out1.pdbqt,-0.8
4n8w,6918182_config_B_BDP_out1.pdbqt,-0.7
4n8w,6918446_config_B_BDP_out1.pdbqt,-0.8
4n8w,6918602_config_B_BDP_out1.pdbqt,-0.7
4n8w,9290_config_B_BDP_out1.pdbqt,-0.8
4n8w,9677_config_B_BDP_out1.pdbqt,-0.7
4x6h,10152654_config_A_3XT_out1.pdbqt,-8.1
4x6h,10201696_config_A_3XT_out1.pdbqt,-6.5
4x6h,10313457_config_A_3XT_out1.pdbqt,-4.3
4x6h,10345214_config_A_3XT_out1.pdbqt,-7.5
4x6h,130956_config_A_3XT_out1.pdbqt,-6.5
4x6h,13109_config_A_3XT_out1.pdbqt,-7.3
4x6h,13388558_config_A_3XT_out1.pdbqt,-4.9
4x6h,154257_config_A_I37_out1.pdbqt,-7.4
4x6h,16750192_config_A_I37_out1.pdbqt,-7.3
4x6h,176405_config_A_3XT_out1.pdbqt,-5.6
4x6h,179337_config_A_3XT_out1.pdbqt,-6.7
4x6h,2088_config_A_3XT_out1.pdbqt,-5.4
4x6h,216416_config_A_3XT_out1.pdbqt,-7.2
4x6h,223368_config_A_3XT_out1.pdbqt,-6.7
4x6h,25022354_config_A_3XT_out1.pdbqt,-7.1
4x6h,3001028_config_A_3XT_out1.pdbqt,-7.2
4x6h,44137686_config_A_3XT_out1.pdbqt,-7.8
4x6h,444008_config_A_3XT_out1.pdbqt,-7.4
4x6h,5035_config_A_3XT_out1.pdbqt,-7.3
4x6h,5280795_config_A_3XT_out1.pdbqt,-6.5
4x6h,5280933_config_A_I37_out1.pdbqt,-5.5
4x6h,5282367_config_A_I37_out1.pdbqt,-7
4x6h,5283731_config_A_3XT_out1.pdbqt,-7.6
4x6h,57398987_config_A_3XT_out1.pdbqt,-6.9
4x6h,5757_config_A_3XT_out1.pdbqt,-6.8
4x6h,5870_config_A_3XT_out1.pdbqt,-6.7
4x6h,5878_config_A_3XT_out1.pdbqt,-6.6
4x6h,5881_config_A_3XT_out1.pdbqt,-6.5
4x6h,5991_config_A_3XT_out1.pdbqt,-7.1
4x6h,60852_config_A_3XT_out1.pdbqt,-5.8
4x6h,6230_config_A_3XT_out1.pdbqt,-7.2
4x6h,6279_config_A_3XT_out1.pdbqt,-6.5
4x6h,68873_config_A_3XT_out1.pdbqt,-7.5
4x6h,6918141_config_A_3XT_out1.pdbqt,-6.7
4x6h,6918182_config_A_3XT_out1.pdbqt,-6
4x6h,6918446_config_A_3XT_out1.pdbqt,-7.6
4x6h,6918602_config_A_3XT_out1.pdbqt,-8.4
4x6h,9290_config_A_3XT_out1.pdbqt,-5.3
4x6h,9677_config_A_I37_out1.pdbqt,-6.6
4x6i,10152654_config_A_3Y1_out1.pdbqt,-6.4
4x6i,10201696_config_A_3Y1_out1.pdbqt,-5.4
4x6i,10313457_config_A_3Y1_out1.pdbqt,-3.5
4x6i,10345214_config_A_3Y1_out1.pdbqt,-7.1
4x6i,130956_config_A_3Y1_out1.pdbqt,-5.7
4x6i,13109_config_A_3Y1_out1.pdbqt,-6.4
4x6i,13388558_config_A_3Y1_out1.pdbqt,-4
4x6i,154257_config_A_3Y1_out1.pdbqt,-6.2
4x6i,16750192_config_A_3Y1_out1.pdbqt,-6.7
4x6i,176405_config_A_3Y1_out1.pdbqt,-5.4
4x6i,179337_config_A_3Y1_out1.pdbqt,-6.5
4x6i,2088_config_A_3Y1_out1.pdbqt,-4.7
4x6i,216416_config_A_3Y1_out1.pdbqt,-6.7
4x6i,223368_config_A_3Y1_out1.pdbqt,-6.4
4x6i,25022354_config_A_3Y1_out1.pdbqt,-6.5
4x6i,3001028_config_A_3Y1_out1.pdbqt,-7
4x6i,44137686_config_A_3Y1_out1.pdbqt,-6.3
4x6i,444008_config_A_3Y1_out1.pdbqt,-6.6
4x6i,5035_config_A_3Y1_out1.pdbqt,-6.7
4x6i,5280795_config_A_3Y1_out1.pdbqt,-6.1
4x6i,5280933_config_A_3Y1_out1.pdbqt,-4.7
4x6i,5282367_config_A_3Y1_out1.pdbqt,-5.9
4x6i,5283731_config_A_3Y1_out1.pdbqt,-6.5
4x6i,57398987_config_A_3Y1_out1.pdbqt,-5.7
4x6i,5757_config_A_3Y1_out1.pdbqt,-6.3
4x6i,5870_config_A_3Y1_out1.pdbqt,-6.5
4x6i,5878_config_A_3Y1_out1.pdbqt,-6.7
4x6i,5881_config_A_3Y1_out1.pdbqt,-6.3
4x6i,5991_config_A_3Y1_out1.pdbqt,-6.6
4x6i,60852_config_A_3Y1_out1.pdbqt,-5.3
4x6i,6230_config_A_3Y1_out1.pdbqt,-6.6
4x6i,6279_config_A_3Y1_out1.pdbqt,-5.9
4x6i,68873_config_A_3Y1_out1.pdbqt,-7.9
4x6i,6918141_config_A_3Y1_out1.pdbqt,-6
4x6i,6918182_config_A_3Y1_out1.pdbqt,-5
4x6i,6918446_config_A_3Y1_out1.pdbqt,-6.4
4x6i,6918602_config_A_3Y1_out1.pdbqt,-7.1
4x6i,9290_config_A_3Y1_out1.pdbqt,-4.5
4x6i,9677_config_A_3Y1_out1.pdbqt,-5.4
4x6j,10152654_config_A_3Y2_out1.pdbqt,-6.8
4x6j,10201696_config_A_3Y2_out1.pdbqt,-6.3
4x6j,10313457_config_A_3Y2_out1.pdbqt,-3.7
4x6j,10345214_config_A_3Y2_out1.pdbqt,-7
4x6j,130956_config_A_3Y2_out1.pdbqt,-5.8
4x6j,13109_config_A_3Y2_out1.pdbqt,-6.4
4x6j,13388558_config_A_3Y2_out1.pdbqt,-4.2
4x6j,154257_config_A_3Y2_out1.pdbqt,-7.1
4x6j,16750192_config_A_3Y2_out1.pdbqt,-6.8
4x6j,176405_config_A_3Y2_out1.pdbqt,-5.2
4x6j,179337_config_A_3Y2_out1.pdbqt,-6.4
4x6j,2088_config_A_3Y2_out1.pdbqt,-4.8
4x6j,216416_config_A_3Y2_out1.pdbqt,-6.6
4x6j,223368_config_A_3Y2_out1.pdbqt,-6.1
4x6j,25022354_config_A_3Y2_out1.pdbqt,-6
4x6j,3001028_config_A_3Y2_out1.pdbqt,-6.1
4x6j,44137686_config_A_3Y2_out1.pdbqt,-7.1
4x6j,444008_config_A_3Y2_out1.pdbqt,-6.6
4x6j,5035_config_A_3Y2_out1.pdbqt,-6.7
4x6j,5280795_config_A_3Y2_out1.pdbqt,-5.7
4x6j,5280933_config_A_3Y2_out1.pdbqt,-4.8
4x6j,5282367_config_A_3Y2_out1.pdbqt,-6.1
4x6j,5283731_config_A_3Y2_out1.pdbqt,-5.9
4x6j,57398987_config_A_3Y2_out1.pdbqt,-6.2
4x6j,5757_config_A_3Y2_out1.pdbqt,-6
4x6j,5870_config_A_3Y2_out1.pdbqt,-6.2
4x6j,5878_config_A_3Y2_out1.pdbqt,-5.9
4x6j,5881_config_A_3Y2_out1.pdbqt,-6.2
4x6j,5991_config_A_3Y2_out1.pdbqt,-6.3
4x6j,60852_config_A_3Y2_out1.pdbqt,-5.5
4x6j,6230_config_A_3Y2_out1.pdbqt,-6.4
4x6j,6279_config_A_3Y2_out1.pdbqt,-5.8
4x6j,68873_config_A_3Y2_out1.pdbqt,-6.7
4x6j,6918141_config_A_3Y2_out1.pdbqt,-5.7
4x6j,6918182_config_A_3Y2_out1.pdbqt,-5.3
4x6j,6918446_config_A_3Y2_out1.pdbqt,-6.8
4x6j,6918602_config_A_3Y2_out1.pdbqt,-7.6
4x6j,9290_config_A_3Y2_out1.pdbqt,-4.7
4x6j,9677_config_A_3Y2_out1.pdbqt,-6.1
5bnq,10313457_config_R_PO4_out1.pdbqt,-3.7
5bnq,10345214_config_A_PO4_out1.pdbqt,29.4
5bnq,130956_config_A_PO4_out1.pdbqt,-0.4
5bnq,13388558_config_R_PO4_out1.pdbqt,-4.4
5bnq,2088_config_R_PO4_out1.pdbqt,-3.4
5bnq,25022354_config_A_PO4_out1.pdbqt,4.5
5bnq,5280933_config_A_PO4_out1.pdbqt,-1.3
5bnq,5282367_config_A_PO4_out1.pdbqt,29.9
5bnq,60852_config_R_PO4_out1.pdbqt,-0.8
5bnq,6918182_config_A_PO4_out1.pdbqt,-0.4
5bnq,6918446_config_A_PO4_out1.pdbqt,13.2
5bnq,9290_config_R_PO4_out1.pdbqt,-4.1
5hcl,10313457_config_A_5Y9_out1.pdbqt,-3.9
5hcl,10345214_config_A_EDO_out1.pdbqt,4.5
5hcl,130956_config_A_5Y9_out1.pdbqt,-2.8
5hcl,13109_config_A_5Y9_out1.pdbqt,22.7
5hcl,13388558_config_A_5Y9_out1.pdbqt,-4
5hcl,16750192_config_A_5Y9_out1.pdbqt,2.1
5hcl,176405_config_A_5Y9_out1.pdbqt,30.1
5hcl,2088_config_A_5Y9_out1.pdbqt,-3.2
5hcl,223368_config_A_5Y9_out1.pdbqt,-1.1
5hcl,25022354_config_A_5Y9_out1.pdbqt,5.9
5hcl,44137686_config_A_5Y9_out1.pdbqt,-2.7
5hcl,444008_config_A_5Y9_out1.pdbqt,54.9
5hcl,5280795_config_A_5Y9_out1.pdbqt,27.6
5hcl,5280933_config_A_5Y9_out1.pdbqt,-2.9
5hcl,5282367_config_A_5Y9_out1.pdbqt,22.2
5hcl,5283731_config_A_5Y9_out1.pdbqt,26.5
5hcl,57398987_config_A_5Y9_out1.pdbqt,-1.2
5hcl,5757_config_A_5Y9_out1.pdbqt,-4.1
5hcl,5870_config_A_5Y9_out1.pdbqt,-1.9
5hcl,5878_config_A_5Y9_out1.pdbqt,7.5
5hcl,5881_config_A_5Y9_out1.pdbqt,7.7
5hcl,5991_config_A_5Y9_out1.pdbqt,43.1
5hcl,60852_config_A_5Y9_out1.pdbqt,-2.9
5hcl,6230_config_A_5Y9_out1.pdbqt,33.5
5hcl,6279_config_A_5Y9_out1.pdbqt,40.4
5hcl,6918141_config_A_5Y9_out1.pdbqt,86.4
5hcl,6918182_config_A_5Y9_out1.pdbqt,-0.8
5hcl,6918446_config_A_EDO_out1.pdbqt,8.9
5hcl,9290_config_A_5Y9_out1.pdbqt,-3.8
5hcl,9677_config_A_5Y9_out1.pdbqt,58.6
5i4h,10313457_config_A_SO4_out1.pdbqt,-3.9
5i4h,10345214_config_B_GOL_out1.pdbqt,-2.6
5i4h,130956_config_A_GOL_out1.pdbqt,-4.4
5i4h,13109_config_A_GOL_out1.pdbqt,-2.1
5i4h,13388558_config_A_SO4_out1.pdbqt,-4.2
5i4h,154257_config_A_GOL_out1.pdbqt,27.6
5i4h,16750192_config_A_GOL_out1.pdbqt,-2.7
5i4h,176405_config_A_GOL_out1.pdbqt,-1.4
5i4h,2088_config_A_SO4_out1.pdbqt,-4.5
5i4h,216416_config_A_GOL_out1.pdbqt,2.9
5i4h,223368_config_A_GOL_out1.pdbqt,-5
5i4h,25022354_config_B_GOL_out1.pdbqt,-3.8
5i4h,44137686_config_B_GOL_out1.pdbqt,-4.1
5i4h,444008_config_A_GOL_out1.pdbqt,-2.4
5i4h,5280795_config_A_GOL_out1.pdbqt,2.7
5i4h,5280933_config_A_GOL_out1.pdbqt,-3.1
5i4h,5282367_config_A_GOL_out1.pdbqt,-1
5i4h,5283731_config_A_GOL_out1.pdbqt,1.7
5i4h,57398987_config_A_GOL_out1.pdbqt,-3.5
5i4h,5757_config_A_GOL_out1.pdbqt,-3.9
5i4h,5870_config_A_GOL_out1.pdbqt,-4.8
5i4h,5878_config_A_GOL_out1.pdbqt,-2.8
5i4h,5881_config_A_GOL_out1.pdbqt,-3.8
5i4h,5991_config_A_GOL_out1.pdbqt,3.2
5i4h,60852_config_A_GOL_out1.pdbqt,-3.7
5i4h,6230_config_A_GOL_out1.pdbqt,-3.1
5i4h,6279_config_A_GOL_out1.pdbqt,1.9
5i4h,6918141_config_A_GOL_out1.pdbqt,14
5i4h,6918182_config_A_GOL_out1.pdbqt,-3.3
5i4h,6918446_config_A_GOL_out1.pdbqt,-2.9
5i4h,9290_config_A_SO4_out1.pdbqt,-4.6
5i4h,9677_config_A_GOL_out1.pdbqt,0.8
5j94,10152654_config_A_1XF_out1.pdbqt,-5.9
5j94,10201696_config_A_1XF_out1.pdbqt,-4.7
5j94,10313457_config_A_1XF_out1.pdbqt,-3.1
5j94,10345214_config_A_1XF_out1.pdbqt,-4.8
5j94,130956_config_A_1XF_out1.pdbqt,-4.7
5j94,13109_config_A_1XF_out1.pdbqt,-5
5j94,13388558_config_A_1XF_out1.pdbqt,-3
5j94,154257_config_A_1XF_out1.pdbqt,-5.3
5j94,16750192_config_A_1XF_out1.pdbqt,-6
5j94,176405_config_A_1XF_out1.pdbqt,-4
5j94,179337_config_A_1XF_out1.pdbqt,-5.7
5j94,2088_config_A_1XF_out1.pdbqt,-3.7
5j94,216416_config_A_1XF_out1.pdbqt,-5.7
5j94,223368_config_A_1XF_out1.pdbqt,-5.8
5j94,25022354_config_A_1XF_out1.pdbqt,-5
5j94,3001028_config_A_1XF_out1.pdbqt,-5.9
5j94,44137686_config_A_1XF_out1.pdbqt,-5.2
5j94,444008_config_A_1XF_out1.pdbqt,-5.8
5j94,5035_config_A_1XF_out1.pdbqt,-5.9
5j94,5280795_config_A_1XF_out1.pdbqt,-5.6
5j94,5280933_config_A_1XF_out1.pdbqt,-4
5j94,5282367_config_A_1XF_out1.pdbqt,-4.6
5j94,5283731_config_A_1XF_out1.pdbqt,-5.9
5j94,57398987_config_A_1XF_out1.pdbqt,-4.9
5j94,5757_config_A_1XF_out1.pdbqt,-5.3
5j94,5870_config_A_1XF_out1.pdbqt,-5.6
5j94,5878_config_A_1XF_out1.pdbqt,-5.3
5j94,5881_config_A_1XF_out1.pdbqt,-5.1
5j94,5991_config_A_1XF_out1.pdbqt,-5.5
5j94,60852_config_A_1XF_out1.pdbqt,-4.2
5j94,6230_config_A_1XF_out1.pdbqt,-5.5
5j94,6279_config_A_1XF_out1.pdbqt,-5.7
5j94,68873_config_A_1XF_out1.pdbqt,-6.6
5j94,6918141_config_A_1XF_out1.pdbqt,-5.1
5j94,6918182_config_A_1XF_out1.pdbqt,-4.5
5j94,6918446_config_A_1XF_out1.pdbqt,-6.3
5j94,6918602_config_A_1XF_out1.pdbqt,-6
5j94,9290_config_A_1XF_out1.pdbqt,-3.7
5j94,9677_config_A_1XF_out1.pdbqt,-4.2
5ja7,10152654_config_B_6HM_out1.pdbqt,-4.9
5ja7,10201696_config_B_6HM_out1.pdbqt,-4.8
5ja7,10313457_config_A_SO4_out1.pdbqt,-3.7
5ja7,10345214_config_B_6HM_out1.pdbqt,-5.6
5ja7,130956_config_A_6HM_out1.pdbqt,-4.4
5ja7,13109_config_B_6HM_out1.pdbqt,-6.2
5ja7,13388558_config_A_SO4_out1.pdbqt,-4.2
